LOCATEID,FIPSCOUNTY,POOLSIZE,TESTTYPE,RESULTTYPE,ISPOS,LOGITUDE,LATITUDE,WEEK_NEW,UNIQ_ID
NWBT1,COOK,4,RAMP WNV,NEGATIVE,0,-88.17953,41.99677,34,No_061_776
NWDP,COOK,9,RAMP WNV,NEGATIVE,0,-87.92988,42.04765,34,No_061_728
NWDP,COOK,8,RAMP WNV,NEGATIVE,0,-87.92988,42.04765,34,No_061_779
NWEG2,COOK,15,RAMP WNV,POSITIVE,1,-88.04102,42.00442,34,No_061_730
NWEG3,COOK,15,RAMP WNV,POSITIVE,1,-87.9535,42.0117,34,No_061_726
NWEG3,COOK,7,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,34,No_061_769
NWEGSH,COOK,62,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,34,No_061_760
NWEGSH,COOK,53,RAMP WNV,POSITIVE,1,-87.97607,42.02747,34,No_061_770
NWEL1,COOK,50,RAMP WNV,NEGATIVE,0,-88.25974,42.02845,34,No_061_754
NWEL1,COOK,50,RAMP WNV,NEGATIVE,0,-88.25974,42.02845,34,No_061_755
NWEL1,COOK,50,RAMP WNV,POSITIVE,1,-88.25974,42.02845,34,No_061_756
NWEL1,COOK,50,RAMP WNV,POSITIVE,1,-88.25974,42.02845,34,No_061_777
NWEL1,COOK,50,RAMP WNV,NEGATIVE,0,-88.25974,42.02845,34,No_061_778
NWHE1,COOK,11,RAMP WNV,NEGATIVE,0,-88.23263,42.05819,34,No_061_765
NWHE1,COOK,4,RAMP WNV,NEGATIVE,0,-88.23263,42.05819,34,No_061_746
NWHE2,COOK,16,RAMP WNV,NEGATIVE,0,-88.0713,42.04724,34,No_061_780
NWHE2,COOK,15,RAMP WNV,NEGATIVE,0,-88.0713,42.04724,34,No_061_753
NWHE4,COOK,48,RAMP WNV,NEGATIVE,0,-88.104243,42.103473,34,No_061_747
NWHE4,COOK,15,RAMP WNV,NEGATIVE,0,-88.104243,42.103473,34,No_061_766
NWNB2,COOK,4,RAMP WNV,NEGATIVE,0,-87.88538,42.09502,34,No_061_768
NWNB3,COOK,26,RAMP WNV,POSITIVE,1,-87.851271,42.113152,34,No_061_751
NWPA1,COOK,34,RAMP WNV,NEGATIVE,0,-88.0527,42.1045,34,No_061_748
NWPA1,COOK,7,RAMP WNV,NEGATIVE,0,-88.0527,42.1045,34,No_061_764
NWPH2,COOK,52,RAMP WNV,POSITIVE,1,-87.934,42.046,34,No_061_767
NWPH2,COOK,50,RAMP WNV,POSITIVE,1,-87.934,42.046,34,No_061_749
NWPH2,COOK,50,RAMP WNV,POSITIVE,1,-87.934,42.046,34,No_061_750
NWPR2,COOK,1,RAMP WNV,NEGATIVE,0,-87.831669,42.033113,34,No_061_727
NWRM1,COOK,55,RAMP WNV,NEGATIVE,0,-88.027866,42.079233,34,No_061_772
NWRM1,COOK,50,RAMP WNV,POSITIVE,1,-88.027866,42.079233,34,No_061_771
NWRM1,COOK,37,RAMP WNV,NEGATIVE,0,-88.027866,42.079233,34,No_061_731
NWSC4,COOK,50,RAMP WNV,POSITIVE,1,-88.114261,42.019974,34,No_061_757
NWSC4,COOK,50,RAMP WNV,POSITIVE,1,-88.114261,42.019974,34,No_061_758
NWSC4,COOK,50,RAMP WNV,POSITIVE,1,-88.114261,42.019974,34,No_061_759
NWSC4,COOK,50,RAMP WNV,POSITIVE,1,-88.114261,42.019974,34,No_061_773
NWSC4,COOK,50,RAMP WNV,POSITIVE,1,-88.114261,42.019974,34,No_061_774
NWSC4,COOK,50,RAMP WNV,POSITIVE,1,-88.114261,42.019974,34,No_061_775
NWST1,COOK,6,RAMP WNV,NEGATIVE,0,-88.148,42.033,34,No_061_738
NWWH,COOK,50,RAMP WNV,NEGATIVE,0,-87.935848,42.135373,34,No_061_739
NWWH,COOK,50,RAMP WNV,POSITIVE,1,-87.935848,42.135373,34,No_061_740
NWWH,COOK,50,RAMP WNV,POSITIVE,1,-87.935848,42.135373,34,No_061_741
NWWH,COOK,50,RAMP WNV,POSITIVE,1,-87.935848,42.135373,34,No_061_742
NWWH,COOK,15,RAMP WNV,NEGATIVE,0,-87.935848,42.135373,34,No_061_761
on,COOK,50,RAMP WNV,POSITIVE,1,-87.79174,41.90527,34,De_018_dv1173
on,COOK,46,RAMP WNV,POSITIVE,1,-87.79174,41.90527,34,De_018_dv1250
on,COOK,29,RAMP WNV,NEGATIVE,0,-87.79174,41.90527,34,De_018_dv1174
op,COOK,41,RAMP WNV,POSITIVE,1,-87.78848,41.8713,34,De_018_dv1175
op,COOK,12,RAMP WNV,NEGATIVE,0,-87.78848,41.8713,34,De_018_dv1251
rf,COOK,50,RAMP WNV,POSITIVE,1,-87.82272,41.9058,34,De_018_dv1171
rf,COOK,50,RAMP WNV,POSITIVE,1,-87.82272,41.9058,34,De_018_dv1217
rf,COOK,25,RAMP WNV,POSITIVE,1,-87.82272,41.9058,34,De_018_dv1218
rf,COOK,24,RAMP WNV,POSITIVE,1,-87.82272,41.9058,34,De_018_dv1249
rf,COOK,20,RAMP WNV,POSITIVE,1,-87.82272,41.9058,34,De_018_dv1172
rf,COOK,10,RAMP WNV,NEGATIVE,0,-87.82272,41.9058,34,De_018_dv1248
rp,COOK,50,RAMP WNV,POSITIVE,1,-87.81937,41.73735,34,De_018_dv1181
rp,COOK,40,RAMP WNV,POSITIVE,1,-87.81937,41.73735,34,De_018_dv1227
rp,COOK,33,RAMP WNV,NEGATIVE,0,-87.81937,41.73735,34,De_018_dv1149
SHADOW LAKES,WILL,35,RAMP WNV,NEGATIVE,0,-88.122959,41.171363,34,Re_064_78
su,COOK,50,RAMP WNV,POSITIVE,1,-87.80536,41.78853,34,De_018_dv1147
su,COOK,50,RAMP WNV,POSITIVE,1,-87.80536,41.78853,34,De_018_dv1180
su,COOK,50,RAMP WNV,POSITIVE,1,-87.80536,41.78853,34,De_018_dv1223
su,COOK,25,RAMP WNV,POSITIVE,1,-87.80536,41.78853,34,De_018_dv1224
su,COOK,23,RAMP WNV,NEGATIVE,0,-87.80536,41.78853,34,De_018_dv1226
su,COOK,13,RAMP WNV,NEGATIVE,0,-87.80536,41.78853,34,De_018_dv1148
su,COOK,10,RAMP WNV,NEGATIVE,0,-87.80536,41.78853,34,De_018_dv1225
T002,COOK,50,PCRWNV,POSITIVE,1,-87.7974,41.9562,34,CH_010_43656
T002,COOK,43,PCRWNV,NEGATIVE,0,-87.7974,41.9562,34,CH_010_43654
T002,COOK,34,PCRWNV,POSITIVE,1,-87.7974,41.9562,34,CH_010_43657
T002,COOK,14,PCRWNV,NEGATIVE,0,-87.7974,41.9562,34,CH_010_43653
T002,COOK,14,PCRWNV,NEGATIVE,0,-87.7974,41.9562,34,CH_010_43655
T002,COOK,1,PCRWNV,NEGATIVE,0,-87.7974,41.9562,34,CH_010_43658
T008,COOK,50,PCRWNV,NEGATIVE,0,-87.7779,42.0092,34,CH_010_43659
T008,COOK,25,PCRWNV,NEGATIVE,0,-87.7779,42.0092,34,CH_010_43661
T008,COOK,21,PCRWNV,NEGATIVE,0,-87.7779,42.0092,34,CH_010_43660
T009,COOK,30,PCRWNV,NEGATIVE,0,-87.8529,41.9885,34,CH_010_43662
T009,COOK,20,PCRWNV,NEGATIVE,0,-87.8529,41.9885,34,CH_010_43663
T011,COOK,18,PCRWNV,POSITIVE,1,-87.8328,41.9449,34,CH_010_43665
T011,COOK,12,PCRWNV,NEGATIVE,0,-87.8328,41.9449,34,CH_010_43666
T011,COOK,1,PCRWNV,NEGATIVE,0,-87.8328,41.9449,34,CH_010_43664
T012,COOK,12,PCRWNV,POSITIVE,1,-87.7448,41.9942,34,CH_010_43667
T012,COOK,7,PCRWNV,POSITIVE,1,-87.7448,41.9942,34,CH_010_43668
T013,COOK,9,PCRWNV,NEGATIVE,0,-87.7782,41.923864,34,CH_010_43715
T013,COOK,6,PCRWNV,NEGATIVE,0,-87.7782,41.923864,34,CH_010_43716
T018,COOK,3,PCRWNV,NEGATIVE,0,-87.6606,42.0105,34,CH_010_43681
T027,COOK,48,PCRWNV,POSITIVE,1,-87.7286,41.9858,34,CH_010_43683
T027,COOK,30,PCRWNV,POSITIVE,1,-87.7286,41.9858,34,CH_010_43685
T027,COOK,15,PCRWNV,NEGATIVE,0,-87.7286,41.9858,34,CH_010_43684
T027,COOK,2,PCRWNV,NEGATIVE,0,-87.7286,41.9858,34,CH_010_43682
T028,COOK,50,PCRWNV,POSITIVE,1,-87.6896,41.9869,34,CH_010_43688
T028,COOK,33,PCRWNV,POSITIVE,1,-87.6896,41.9869,34,CH_010_43687
T028,COOK,21,PCRWNV,POSITIVE,1,-87.6896,41.9869,34,CH_010_43689
T028,COOK,7,PCRWNV,NEGATIVE,0,-87.6896,41.9869,34,CH_010_43686
T030,COOK,28,PCRWNV,POSITIVE,1,-87.7159,41.8816,34,CH_010_43718
T030,COOK,14,PCRWNV,POSITIVE,1,-87.7159,41.8816,34,CH_010_43719
T030,COOK,4,PCRWNV,NEGATIVE,0,-87.7159,41.8816,34,CH_010_43717
T031,COOK,6,PCRWNV,NEGATIVE,0,-87.7647,41.8738,34,CH_010_43720
T031,COOK,2,PCRWNV,NEGATIVE,0,-87.7647,41.8738,34,CH_010_43721
T035,COOK,3,PCRWNV,NEGATIVE,0,-87.68,41.84,34,CH_010_43757
T039,COOK,7,PCRWNV,POSITIVE,1,-87.7264,41.9118,34,CH_010_43722
T039,COOK,2,PCRWNV,NEGATIVE,0,-87.7264,41.9118,34,CH_010_43723
T043,COOK,1,PCRWNV,NEGATIVE,0,-87.6343,41.8578,34,CH_010_43731
T047,COOK,11,PCRWNV,NEGATIVE,0,-87.696,41.8681,34,CH_010_43734
T047,COOK,10,PCRWNV,NEGATIVE,0,-87.696,41.8681,34,CH_010_43733
T047,COOK,5,PCRWNV,NEGATIVE,0,-87.696,41.8681,34,CH_010_43732
T047,COOK,1,PCRWNV,NEGATIVE,0,-87.696,41.8681,34,CH_010_43735
T048,COOK,9,PCRWNV,NEGATIVE,0,-87.6524,41.8721,34,CH_010_43737
T048,COOK,2,PCRWNV,NEGATIVE,0,-87.6524,41.8721,34,CH_010_43736
T054A,COOK,4,PCRWNV,NEGATIVE,0,-87.631291,41.919824,34,CH_010_43738
T054B,COOK,5,PCRWNV,NEGATIVE,0,-87.636004,41.918459,34,CH_010_43739
T054B,COOK,2,PCRWNV,NEGATIVE,0,-87.636004,41.918459,34,CH_010_43740
T054C,COOK,7,PCRWNV,NEGATIVE,0,-87.6309,41.919,34,CH_010_43741
T061,COOK,5,PCRWNV,NEGATIVE,0,-87.6746,41.8013,34,CH_010_43744
T062,COOK,1,PCRWNV,NEGATIVE,0,-87.7121,41.8006,34,CH_010_43745
T063,COOK,2,PCRWNV,NEGATIVE,0,-87.7241,41.8253,34,CH_010_43746
T065,COOK,9,PCRWNV,NEGATIVE,0,-87.752,41.7774,34,CH_010_43748
T065,COOK,2,PCRWNV,NEGATIVE,0,-87.752,41.7774,34,CH_010_43747
T066,COOK,14,PCRWNV,NEGATIVE,0,-87.703,41.7716,34,CH_010_43750
T066,COOK,6,PCRWNV,NEGATIVE,0,-87.703,41.7716,34,CH_010_43751
T066,COOK,1,PCRWNV,NEGATIVE,0,-87.703,41.7716,34,CH_010_43749
T074,COOK,11,PCRWNV,NEGATIVE,0,-87.66,41.82,34,CH_010_43759
T074,COOK,7,PCRWNV,NEGATIVE,0,-87.66,41.82,34,CH_010_43758
T074,COOK,1,PCRWNV,NEGATIVE,0,-87.66,41.82,34,CH_010_43760
T080,COOK,1,PCRWNV,NEGATIVE,0,-87.6138,41.7546,34,CH_010_43761
T082,COOK,29,PCRWNV,NEGATIVE,0,-87.6429,41.8034,34,CH_010_43763
T082,COOK,6,PCRWNV,NEGATIVE,0,-87.6429,41.8034,34,CH_010_43762
T083,COOK,9,PCRWNV,NEGATIVE,0,-87.5826,41.7493,34,CH_010_43764
T083,COOK,2,PCRWNV,NEGATIVE,0,-87.5826,41.7493,34,CH_010_43765
T089,COOK,3,PCRWNV,NEGATIVE,0,-87.6568,41.7048,34,CH_010_43694
T089,COOK,1,PCRWNV,NEGATIVE,0,-87.6568,41.7048,34,CH_010_43693
T090,COOK,16,PCRWNV,POSITIVE,1,-87.6614,41.6776,34,CH_010_43695
T090,COOK,3,PCRWNV,NEGATIVE,0,-87.6614,41.6776,34,CH_010_43696
T102,COOK,12,PCRWNV,POSITIVE,1,-87.6091,41.6964,34,CH_010_43700
T102,COOK,4,PCRWNV,NEGATIVE,0,-87.6091,41.6964,34,CH_010_43701
T128,COOK,50,PCRWNV,NEGATIVE,0,-87.5656,41.7047,34,CH_010_43703
T128,COOK,7,PCRWNV,NEGATIVE,0,-87.5656,41.7047,34,CH_010_43702
T128,COOK,6,PCRWNV,NEGATIVE,0,-87.5656,41.7047,34,CH_010_43704
T135,COOK,4,PCRWNV,NEGATIVE,0,-87.6329,41.6632,34,CH_010_43697
T138,COOK,14,PCRWNV,NEGATIVE,0,-87.5778,41.6201,34,CH_010_43705
T138,COOK,2,PCRWNV,NEGATIVE,0,-87.5778,41.6201,34,CH_010_43706
T147,COOK,3,PCRWNV,NEGATIVE,0,-87.7001,41.9321,34,CH_010_43690
T147,COOK,2,PCRWNV,NEGATIVE,0,-87.7001,41.9321,34,CH_010_43691
T151,COOK,5,PCRWNV,NEGATIVE,0,-87.8006,41.9163,34,CH_010_43724
T152,COOK,3,PCRWNV,NEGATIVE,0,-87.7161,41.8461,34,CH_010_43726
T152,COOK,2,PCRWNV,NEGATIVE,0,-87.7161,41.8461,34,CH_010_43725
T155,COOK,3,PCRWNV,NEGATIVE,0,-87.7789,41.7759,34,CH_010_43753
T155,COOK,1,PCRWNV,NEGATIVE,0,-87.7789,41.7759,34,CH_010_43752
T159,COOK,6,PCRWNV,NEGATIVE,0,-87.6496,41.7311,34,CH_010_43698
T159,COOK,4,PCRWNV,NEGATIVE,0,-87.6496,41.7311,34,CH_010_43699
T209,COOK,11,PCRWNV,NEGATIVE,0,-87.545906,41.655534,34,CH_010_43707
T209,COOK,2,PCRWNV,NEGATIVE,0,-87.545906,41.655534,34,CH_010_43708
T212,COOK,6,PCRWNV,NEGATIVE,0,-87.528475,41.680787,34,CH_010_43711
T212,COOK,5,PCRWNV,NEGATIVE,0,-87.528475,41.680787,34,CH_010_43710
T212,COOK,1,PCRWNV,NEGATIVE,0,-87.528475,41.680787,34,CH_010_43709
T221,COOK,16,PCRWNV,NEGATIVE,0,-87.6,41.65,34,CH_010_43713
T221,COOK,11,PCRWNV,POSITIVE,1,-87.6,41.65,34,CH_010_43714
T221,COOK,6,PCRWNV,NEGATIVE,0,-87.6,41.65,34,CH_010_43712
T222,COOK,3,PCRWNV,NEGATIVE,0,-87.747502,41.925226,34,CH_010_43730
T222,COOK,2,PCRWNV,NEGATIVE,0,-87.747502,41.925226,34,CH_010_43729
T223,COOK,12,PCRWNV,POSITIVE,1,-87.80467,41.973995,34,CH_010_43669
T223,COOK,3,PCRWNV,NEGATIVE,0,-87.80467,41.973995,34,CH_010_43670
T223,COOK,1,PCRWNV,NEGATIVE,0,-87.80467,41.973995,34,CH_010_43671
T225,COOK,2,PCRWNV,NEGATIVE,0,-87.731457,41.743395,34,CH_010_43754
T226,COOK,2,PCRWNV,NEGATIVE,0,-87.647594,41.794297,34,CH_010_43766
T228,COOK,1,PCRWNV,NEGATIVE,0,-87.724985,41.952654,34,CH_010_43672
T230,COOK,5,PCRWNV,NEGATIVE,0,-87.755737,41.904661,34,CH_010_43728
T230,COOK,2,PCRWNV,NEGATIVE,0,-87.755737,41.904661,34,CH_010_43727
T231,COOK,3,PCRWNV,NEGATIVE,0,-87.668446,41.988827,34,CH_010_43692
T233,COOK,29,PCRWNV,POSITIVE,1,-87.806735,42.010253,34,CH_010_43675
T233,COOK,18,PCRWNV,POSITIVE,1,-87.806735,42.010253,34,CH_010_43674
T233,COOK,2,PCRWNV,NEGATIVE,0,-87.806735,42.010253,34,CH_010_43673
T235,COOK,4,PCRWNV,POSITIVE,1,-87.728342,41.774866,34,CH_010_43756
T235,COOK,2,PCRWNV,POSITIVE,1,-87.728342,41.774866,34,CH_010_43755
T236,COOK,23,PCRWNV,POSITIVE,1,-87.770852,41.995042,34,CH_010_43676
T236,COOK,3,PCRWNV,NEGATIVE,0,-87.770852,41.995042,34,CH_010_43677
T240,COOK,3,PCRWNV,NEGATIVE,0,-87.6647,41.9193,34,CH_010_43742
T900,COOK,11,PCRWNV,POSITIVE,1,-87.882,41.9798,34,CH_010_43769
T902,COOK,18,PCRWNV,NEGATIVE,0,-87.882,41.9798,34,CH_010_43771
T902,COOK,14,PCRWNV,NEGATIVE,0,-87.882,41.9798,34,CH_010_43772
T902,COOK,7,PCRWNV,NEGATIVE,0,-87.882,41.9798,34,CH_010_43770
T905,COOK,6,PCRWNV,NEGATIVE,0,-87.882,41.9798,34,CH_010_43773
T906,COOK,3,PCRWNV,NEGATIVE,0,-87.882,41.9798,34,CH_010_43774
T911,COOK,8,PCRWNV,POSITIVE,1,-87.882,41.9798,34,CH_010_43777
T911,COOK,6,PCRWNV,NEGATIVE,0,-87.882,41.9798,34,CH_010_43776
T911,COOK,2,PCRWNV,NEGATIVE,0,-87.882,41.9798,34,CH_010_43775
T912,COOK,2,PCRWNV,NEGATIVE,0,-87.882,41.9798,34,CH_010_43778
T913,COOK,15,PCRWNV,POSITIVE,1,-87.882,41.9798,34,CH_010_43779
T913,COOK,5,PCRWNV,NEGATIVE,0,-87.882,41.9798,34,CH_010_43780
T916,COOK,2,PCRWNV,NEGATIVE,0,-87.882,41.9798,34,CH_010_43781
TRAP 10,KENDALL,25,RAMP WNV,NEGATIVE,0,0,0,34,KE_042_080
TRAP 14,KENDALL,50,RAMP WNV,NEGATIVE,0,-88.3483,41.7034,34,KE_042_081
TRAP 14,KENDALL,31,RAMP WNV,POSITIVE,1,-88.3483,41.7034,34,KE_042_082
TRAP 3,KENDALL,50,RAMP WNV,POSITIVE,1,-88.540651,41.671274,34,KE_042_076
TRAP 33,WILL,14,RAMP WNV,NEGATIVE,0,-88.01362,41.36885,34,WI_079_1633 WCHD7
TRAP 5,KENDALL,27,RAMP WNV,POSITIVE,1,-88.33748,41.68473,34,KE_042_077
TRAP 8,KENDALL,50,RAMP WNV,NEGATIVE,0,-88.5812,41.5431,34,KE_042_078
TRAP 8,KENDALL,50,RAMP WNV,NEGATIVE,0,-88.5812,41.5431,34,KE_042_079
TRP-1,COOK,20,RAMP WNV,POSITIVE,1,-87.7782,41.8325,34,CO_016_527
TRP-1,COOK,5,RAMP WNV,NEGATIVE,0,-87.7782,41.8325,34,CO_016_506
TRP-1,COOK,2,RAMP WNV,NEGATIVE,0,-87.7782,41.8325,34,CO_016_462
TRP-12,COOK,25,RAMP WNV,POSITIVE,1,-87.83012,41.97563,34,CO_016_510
TRP-12,COOK,15,RAMP WNV,NEGATIVE,0,-87.83012,41.97563,34,CO_016_559
W442,DUPAGE,25,RAMP WNV,POSITIVE,1,-87.9795,41.9669,34,Cl_013_016-0811
WCHD1,WILL,11,RAMP WNV,NEGATIVE,0,-88.04039,41.30351,34,WI_079_1601WCHD14
WCHD24,WILL,50,RAMP WNV,NEGATIVE,0,-87.81483,41.488883,34,WI_079_1624WCHD14
WCHD32,WILL,10,RAMP WNV,NEGATIVE,0,-88.002389,41.449548,34,WI_079_1632WCHD15
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,34,De_018_dv1161
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,34,De_018_dv1162
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,34,De_018_dv1163
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,34,De_018_dv1188
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,34,De_018_dv1207
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,34,De_018_dv1208
we,COOK,50,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,34,De_018_dv1211
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,34,De_018_dv1239
we,COOK,50,RAMP WNV,POSITIVE,1,-87.88832,41.85585,34,De_018_dv1242
we,COOK,27,RAMP WNV,POSITIVE,1,-87.88832,41.85585,34,De_018_dv1240
we,COOK,25,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,34,De_018_dv1189
we,COOK,25,RAMP WNV,POSITIVE,1,-87.88832,41.85585,34,De_018_dv1209
we,COOK,10,RAMP WNV,POSITIVE,1,-87.88832,41.85585,34,De_018_dv1190
we,COOK,10,RAMP WNV,POSITIVE,1,-87.88832,41.85585,34,De_018_dv1210
we,COOK,10,RAMP WNV,POSITIVE,1,-87.88832,41.85585,34,De_018_dv1241
WILL 03,WILL,50,RAMP WNV,POSITIVE,1,-88.0982,41.7273,34,ID_034_I217
WMWN03,DUPAGE,2,RAMP WNV,NEGATIVE,0,-88.1746,41.9321,34,FO_028_FPDDC077
WNV-2016-001,KANE,3,RAMP WNV,NEGATIVE,0,-88.3418,41.7289,34,KA_040_201601101
WNV-2016-002,KANE,4,RAMP WNV,NEGATIVE,0,-88.2863,41.7859,34,KA_040_201601502
WNV-2016-003,KANE,22,RAMP WNV,NEGATIVE,0,-88.5706,41.7678,34,KA_040_201601303
WNV-2016-003,KANE,15,RAMP WNV,NEGATIVE,0,-88.5706,41.7678,34,KA_040_201601403
WNV-2016-004,KANE,50,RAMP WNV,NEGATIVE,0,-999,-999,34,KA_040_201601904
WNV-2016-004,KANE,50,RAMP WNV,POSITIVE,1,-999,-999,34,KA_040_201602004
WNV-2016-004,KANE,50,RAMP WNV,POSITIVE,1,-999,-999,34,KA_040_201602104
WNV-2016-004,KANE,50,RAMP WNV,NEGATIVE,0,-999,-999,34,KA_040_201602204
WNV-2016-005,KANE,23,RAMP WNV,NEGATIVE,0,-88.415,41.9573,34,KA_040_201601305
WNV-2016-007,KANE,16,RAMP WNV,NEGATIVE,0,-88.363,42.0854,34,KA_040_201600607
WNV-2016-007,KANE,16,RAMP WNV,NEGATIVE,0,-88.363,42.0854,34,KA_040_201600707
WNV-2016-008,KANE,12,RAMP WNV,NEGATIVE,0,-88.3645,42.0077,34,KA_040_201600808
WNV-2016-010,KANE,20,RAMP WNV,NEGATIVE,0,-88.2646,42.1177,34,KA_040_201600710
ws,COOK,50,RAMP WNV,POSITIVE,1,-87.88511,41.73975,34,De_018_dv1150
ws,COOK,50,RAMP WNV,POSITIVE,1,-87.88511,41.73975,34,De_018_dv1151
ws,COOK,50,RAMP WNV,POSITIVE,1,-87.88511,41.73975,34,De_018_dv1152
ws,COOK,50,RAMP WNV,POSITIVE,1,-87.88511,41.73975,34,De_018_dv1182
ws,COOK,50,RAMP WNV,POSITIVE,1,-87.88511,41.73975,34,De_018_dv1196
ws,COOK,50,RAMP WNV,POSITIVE,1,-87.88511,41.73975,34,De_018_dv1197
ws,COOK,50,RAMP WNV,POSITIVE,1,-87.88511,41.73975,34,De_018_dv1200
ws,COOK,50,RAMP WNV,POSITIVE,1,-87.88511,41.73975,34,De_018_dv1228
ws,COOK,50,RAMP WNV,NEGATIVE,0,-87.88511,41.73975,34,De_018_dv1231
ws,COOK,50,RAMP WNV,POSITIVE,1,-87.88511,41.73975,34,De_018_dv1232
ws,COOK,25,RAMP WNV,POSITIVE,1,-87.88511,41.73975,34,De_018_dv1183
ws,COOK,25,RAMP WNV,POSITIVE,1,-87.88511,41.73975,34,De_018_dv1198
ws,COOK,25,RAMP WNV,POSITIVE,1,-87.88511,41.73975,34,De_018_dv1201
ws,COOK,25,RAMP WNV,NEGATIVE,0,-87.88511,41.73975,34,De_018_dv1229
ws,COOK,10,RAMP WNV,NEGATIVE,0,-87.88511,41.73975,34,De_018_dv1184
ws,COOK,10,RAMP WNV,NEGATIVE,0,-87.88511,41.73975,34,De_018_dv1199
ws,COOK,10,RAMP WNV,NEGATIVE,0,-87.88511,41.73975,34,De_018_dv1230
1,COOK,15,RAMP WNV,NEGATIVE,0,-87.7697,41.5698,35,CO_016_598
1,COOK,10,RAMP WNV,NEGATIVE,0,-87.7697,41.5698,35,CO_016_570
2,DUPAGE,30,RAMP WNV,POSITIVE,1,-88.16775,41.79228,35,CI_011_N16168
8,COOK,30,RAMP WNV,POSITIVE,1,-87.8647,42.0815,35,CO_016_576
8,COOK,25,RAMP WNV,POSITIVE,1,-87.8647,42.0815,35,CO_016_617
10,COOK,45,RAMP WNV,NEGATIVE,0,-87.8948,41.9318,35,CO_016_530
10,COOK,10,RAMP WNV,NEGATIVE,0,-87.8948,41.9318,35,CO_016_587
10,COOK,1,RAMP WNV,NEGATIVE,0,-87.8948,41.9318,35,CO_016_624
11,COOK,2,RAMP WNV,NEGATIVE,0,-87.80062,41.84125,35,CO_016_540
11,COOK,1,RAMP WNV,NEGATIVE,0,-87.80062,41.84125,35,CO_016_589
12,COOK,3,RAMP WNV,NEGATIVE,0,-87.8771,41.9563,35,CO_016_531
12,COOK,1,RAMP WNV,NEGATIVE,0,-87.8771,41.9563,35,CO_016_585
17,MCHENRY,45,RAMP WNV,POSITIVE,1,-88.23534,42.19053,35,MC_053_16-136
18,COOK,35,RAMP WNV,NEGATIVE,0,-87.7282,41.5616,35,CO_016_601
19,MCHENRY,25,RAMP WNV,NEGATIVE,0,-88.43285,42.47678,35,MC_053_16-124
20,MCHENRY,50,RAMP WNV,POSITIVE,1,-88.2358,42.44694,35,MC_053_16-126
20,MCHENRY,50,RAMP WNV,NEGATIVE,0,-88.2358,42.44694,35,MC_053_16-127
20,MCHENRY,50,RAMP WNV,POSITIVE,1,-88.2358,42.44694,35,MC_053_16-128
20,MCHENRY,50,RAMP WNV,NEGATIVE,0,-88.2358,42.44694,35,MC_053_16-129
20,MCHENRY,50,RAMP WNV,NEGATIVE,0,-88.2358,42.44694,35,MC_053_16-130
20,MCHENRY,50,RAMP WNV,NEGATIVE,0,-88.2358,42.44694,35,MC_053_16-131
20,MCHENRY,50,RAMP WNV,NEGATIVE,0,-88.2358,42.44694,35,MC_053_16-132
20,MCHENRY,50,RAMP WNV,NEGATIVE,0,-88.2358,42.44694,35,MC_053_16-133
20,MCHENRY,34,RAMP WNV,POSITIVE,1,-88.2358,42.44694,35,MC_053_16-125
21,MCHENRY,46,RAMP WNV,NEGATIVE,0,-88.31541,42.18941,35,MC_053_16-135
21,COOK,25,RAMP WNV,NEGATIVE,0,-87.7319,41.6123,35,CO_016_612
21,COOK,15,RAMP WNV,POSITIVE,1,-87.7319,41.6123,35,CO_016_595
22,MCHENRY,49,RAMP WNV,NEGATIVE,0,-88.38632,42.38654,35,MC_053_16-134
23,MCHENRY,36,RAMP WNV,NEGATIVE,0,-88.62511,42.41502,35,MC_053_16-122
23,MCHENRY,36,RAMP WNV,NEGATIVE,0,-88.62511,42.41502,35,MC_053_16-123
24,COOK,30,RAMP WNV,POSITIVE,1,-87.790546,41.580589,35,CO_016_572
24,COOK,24,RAMP WNV,POSITIVE,1,-87.790546,41.580589,35,CO_016_600
25,COOK,50,RAMP WNV,POSITIVE,1,-87.790602,41.713899,35,CO_016_593
25,COOK,35,RAMP WNV,NEGATIVE,0,-87.790602,41.713899,35,CO_016_611
30,COOK,50,RAMP WNV,NEGATIVE,0,-87.8158,41.7076,35,CO_016_592
30,COOK,50,RAMP WNV,POSITIVE,1,-87.8158,41.7076,35,CO_016_605
31,COOK,13,RAMP WNV,NEGATIVE,0,-87.7393,41.6788,35,CO_016_594
32,COOK,50,RAMP WNV,NEGATIVE,0,-87.5823,41.5559,35,CO_016_603
33,COOK,15,RAMP WNV,NEGATIVE,0,-87.9317,41.6571,35,CO_016_606
