LOCATEID,FIPSCOUNTY,POOLSIZE,TESTTYPE,RESULTTYPE,ISPOS,LOGITUDE,LATITUDE,WEEK_NEW,UNIQ_ID
808,DUPAGE,35,RAMP WNV,NEGATIVE,0,-88.0618,41.7579,22,DU_019_SE16013
808,DUPAGE,16,RAMP WNV,NEGATIVE,0,-88.0618,41.7579,22,DU_019_SE16004
901,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.0167,41.7926,22,DU_019_SE16014
902,DUPAGE,50,RAMP WNV,NEGATIVE,0,-87.9612,41.7866,22,DU_019_SE16005
902,DUPAGE,50,RAMP WNV,NEGATIVE,0,-87.9612,41.7866,22,DU_019_SE16015
904,DUPAGE,50,RAMP WNV,NEGATIVE,0,-999,-999,22,DU_019_SE16006
904,DUPAGE,10,RAMP WNV,NEGATIVE,0,-999,-999,22,DU_019_SE16016
907,DUPAGE,20,RAMP WNV,NEGATIVE,0,-87.9228,41.8064,22,DU_019_SE16007
907,DUPAGE,20,RAMP WNV,NEGATIVE,0,-87.9228,41.8064,22,DU_019_SE16017
909,DUPAGE,45,RAMP WNV,NEGATIVE,0,-87.9256,41.7584,22,DU_019_SE16018
909,DUPAGE,30,RAMP WNV,NEGATIVE,0,-87.9256,41.7584,22,DU_019_SE16008
910,DUPAGE,50,RAMP WNV,NEGATIVE,0,-87.9818,41.8148,22,DU_019_SE16009
910,DUPAGE,50,RAMP WNV,NEGATIVE,0,-87.9818,41.8148,22,DU_019_SE16019
#3 SKOKIE,COOK,35,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,22,No_060_NS0141
#3 SKOKIE,COOK,32,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,22,No_060_NS0117
12 - HOLY CROSS CEM.,COOK,50,RAMP WNV,NEGATIVE,0,-87.546317,41.608167,22,So_069_028
15- ALSIP,COOK,50,RAMP WNV,NEGATIVE,0,-87.756167,41.67105,22,So_069_020
16- OAK LAWN,COOK,50,RAMP WNV,NEGATIVE,0,-87.754917,41.7063,22,So_069_019
17- EVERGREEN CEM.,COOK,50,RAMP WNV,NEGATIVE,0,-87.709283,41.731217,22,So_069_024
19- OLYMPIA FIELDS,COOK,50,RAMP WNV,NEGATIVE,0,-87.703217,41.519033,22,So_069_027
1-MT. GREENWOOD,COOK,50,RAMP WNV,NEGATIVE,0,-87.6934,41.6917,22,So_069_023
28- MT HOPE CEM,COOK,50,RAMP WNV,NEGATIVE,0,-87.690627,41.677762,22,So_069_025
31- FLOSSMOOR,COOK,50,RAMP WNV,NEGATIVE,0,-87.70761,41.54352,22,So_069_026
3-LRSH,COOK,50,RAMP WNV,NEGATIVE,0,-87.876167,41.709833,22,So_069_022
4-WESTERN,COOK,50,RAMP WNV,NEGATIVE,0,-87.886033,41.627883,22,So_069_021
A463,MCHENRY,5,RAMP WNV,NEGATIVE,0,-88.297825,42.163697,22,Cl_013_016-0006
br,COOK,50,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,22,De_018_dv111
br,COOK,50,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,22,De_018_dv125
br,COOK,50,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,22,De_018_dv126
br,COOK,35,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,22,De_018_dv127
bv,COOK,50,RAMP WNV,NEGATIVE,0,-87.866029,41.86918,22,De_018_dv112
bv,COOK,50,RAMP WNV,NEGATIVE,0,-87.866029,41.86918,22,De_018_dv131
bv,COOK,33,RAMP WNV,NEGATIVE,0,-87.866029,41.86918,22,De_018_dv132
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,22,De_018_dv113
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,22,De_018_dv98
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,22,De_018_dv133
by,COOK,8,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,22,De_018_dv134
CHWN01,DUPAGE,48,RAMP WNV,NEGATIVE,0,-88.0374,41.889,22,FO_028_FPDDC001
D404,DUPAGE,4,RAMP WNV,NEGATIVE,0,-88.0585,41.8548,22,Cl_013_016-0003
D427,DUPAGE,4,RAMP WNV,NEGATIVE,0,-88.07686,41.9188,22,Cl_013_016-0001
D463,DUPAGE,8,RAMP WNV,NEGATIVE,0,-88.145863,41.844461,22,Cl_013_016-0005
D464,DUPAGE,15,RAMP WNV,NEGATIVE,0,-88.044905,41.83636,22,Cl_013_016-0004
EV2,COOK,17,RAMP WNV,NEGATIVE,0,-87.72479,42.06901,22,No_060_NS0118
EV3,COOK,23,RAMP WNV,NEGATIVE,0,-87.70028,42.05611,22,No_060_NS0119
fp,COOK,50,RAMP WNV,NEGATIVE,0,-87.82575,41.8755,22,De_018_dv115
fp,COOK,28,RAMP WNV,NEGATIVE,0,-87.82575,41.8755,22,De_018_dv140
GRWN01,DUPAGE,37,RAMP WNV,NEGATIVE,0,-87.9842,41.7735,22,FO_028_FPDDC002
HEWN02,DUPAGE,50,RAMP WNV,NEGATIVE,0,-999,-999,22,FO_028_FPDDC003
HIWN01,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.0543,41.831,22,FO_028_FPDDC004
hk,COOK,35,RAMP WNV,NEGATIVE,0,-87.85477,41.76822,22,De_018_dv122
IDPH 05,COOK,50,RAMP WNV,NEGATIVE,0,-87.79447,41.94516,22,ID_034_I011
IDPH 05,COOK,50,RAMP WNV,NEGATIVE,0,-87.79447,41.94516,22,ID_034_I021
IDPH 06,COOK,42,RAMP WNV,NEGATIVE,0,-87.8131,41.9671,22,ID_034_I022
IDPH 06,COOK,28,RAMP WNV,NEGATIVE,0,-87.8131,41.9671,22,ID_034_I014
IDPH 101,COOK,45,RAMP WNV,NEGATIVE,0,-87.7537,41.6995,22,ID_034_I004
IDPH 101,COOK,38,RAMP WNV,NEGATIVE,0,-87.7537,41.6995,22,ID_034_I015
IDPH 102,COOK,19,RAMP WNV,NEGATIVE,0,-87.6953,41.7163,22,ID_034_I016
IDPH 104,DUPAGE,28,RAMP WNV,NEGATIVE,0,-87.9896,41.8732,22,ID_034_I017
IDPH 104,DUPAGE,3,RAMP WNV,NEGATIVE,0,-87.9896,41.8732,22,ID_034_I006
IDPH 105,COOK,48,RAMP WNV,NEGATIVE,0,-87.7602,41.7151,22,ID_034_I007
IDPH 106,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.0367,41.8061,22,ID_034_I008
IDPH 109,DUPAGE,18,RAMP WNV,NEGATIVE,0,-87.9841,41.6868,22,ID_034_I018
IDPH 111,COOK,14,RAMP WNV,NEGATIVE,0,-87.9976,41.6504,22,ID_034_I019
IDPH 112,COOK,50,RAMP WNV,NEGATIVE,0,-87.7022,41.7351,22,ID_034_I010
IDPH 112,COOK,50,RAMP WNV,NEGATIVE,0,-87.7022,41.7351,22,ID_034_I020
K410,DUPAGE,46,RAMP WNV,NEGATIVE,0,-88.174781,41.951702,22,Cl_013_016-0025
K411,KANE,13,RAMP WNV,NEGATIVE,0,-999,-999,22,Cl_013_016-0027
K434,KANE,8,RAMP WNV,NEGATIVE,0,0,0,22,Cl_013_016-0023
K435,KANE,37,RAMP WNV,NEGATIVE,0,-88.293052,41.926993,22,Cl_013_016-0021
K447,KANE,18,RAMP WNV,NEGATIVE,0,-88.323672,41.848069,22,Cl_013_016-0020
K448,KANE,17,RAMP WNV,NEGATIVE,0,-88.284772,41.831809,22,Cl_013_016-0024
K452,KANE,14,RAMP WNV,NEGATIVE,0,-88.293025,41.882196,22,Cl_013_016-0022
K521,KANE,50,RAMP WNV,NEGATIVE,0,-88.336842,42.034041,22,Cl_013_016-0028
KENDALL03,KENDALL,50,RAMP WNV,NEGATIVE,0,-88.2787,41.7137,22,ID_034_I013
KENDALL03,KENDALL,50,RAMP WNV,NEGATIVE,0,-88.2787,41.7137,22,ID_034_I024
L300,LAKE,50,RAMP WNV,NEGATIVE,0,-87.9776,42.2447,22,Cl_013_016-0008
L301,LAKE,6,RAMP WNV,NEGATIVE,0,-87.913,42.193,22,Cl_013_016-0014
L307,LAKE,31,RAMP WNV,NEGATIVE,0,-999,-999,22,Cl_013_016-0017
L310,LAKE,24,RAMP WNV,NEGATIVE,0,-999,-999,22,Cl_013_016-0009
L326,LAKE,26,RAMP WNV,NEGATIVE,0,-87.827,42.1997,22,Cl_013_016-0015
L438,LAKE,40,RAMP WNV,NEGATIVE,0,-87.886698,42.160485,22,Cl_013_016-0018
L459,LAKE,5,RAMP WNV,NEGATIVE,0,-87.96328,42.1594,22,Cl_013_016-0013
L460,LAKE,7,RAMP WNV,NEGATIVE,0,-87.807569,42.155136,22,Cl_013_016-0016
lg,COOK,21,RAMP WNV,NEGATIVE,0,-87.86581,41.81025,22,De_018_dv123
lh,COOK,50,RAMP WNV,NEGATIVE,0,-87.89658,41.78742,22,De_018_dv120
lh,COOK,40,RAMP WNV,NEGATIVE,0,-87.89658,41.78742,22,De_018_dv121
lp,COOK,48,RAMP WNV,NEGATIVE,0,-87.89391,41.82378,22,De_018_dv124
M431,MCHENRY,9,RAMP WNV,NEGATIVE,0,-88.34593,42.223447,22,Cl_013_016-0010
M449,MCHENRY,39,RAMP WNV,NEGATIVE,0,-88.208232,42.348866,22,Cl_013_016-0007
MMWN04,DUPAGE,44,RAMP WNV,NEGATIVE,0,-999,-999,22,FO_028_FPDDC005
mp,COOK,27,RAMP WNV,NEGATIVE,0,-87.86557,41.89633,22,De_018_dv135
NN,COOK,9,RAMP WNV,NEGATIVE,0,-87.816896,41.850487,22,De_018_dv141
NSG13,COOK,36,RAMP WNV,NEGATIVE,0,-87.821683,42.110783,22,No_060_NS0128
NSG13,COOK,32,RAMP WNV,NEGATIVE,0,-87.821683,42.110783,22,No_060_NS0106
NSG14,COOK,50,RAMP WNV,NEGATIVE,0,-87.74885,42.098383,22,No_060_NS0107
NSG14,COOK,50,RAMP WNV,NEGATIVE,0,-87.74885,42.098383,22,No_060_NS0129
NSG14,COOK,50,RAMP WNV,NEGATIVE,0,-87.74885,42.098383,22,No_060_NS0130
NSG14,COOK,30,RAMP WNV,NEGATIVE,0,-87.74885,42.098383,22,No_060_NS0108
NSG17,COOK,60,RAMP WNV,NEGATIVE,0,-87.696433,42.022067,22,No_060_NS0109
NSG17,COOK,55,RAMP WNV,NEGATIVE,0,-87.696433,42.022067,22,No_060_NS0110
NSG17,COOK,42,RAMP WNV,NEGATIVE,0,-87.696433,42.022067,22,No_060_NS0131
NSG2,COOK,50,RAMP WNV,NEGATIVE,0,-87.8036,42.067666,22,No_060_NS0101
NSG2,COOK,50,RAMP WNV,NEGATIVE,0,-87.8036,42.067666,22,No_060_NS0120
NSG2,COOK,50,RAMP WNV,NEGATIVE,0,-87.8036,42.067666,22,No_060_NS0121
NSG21,COOK,55,RAMP WNV,NEGATIVE,0,-87.751133,42.076717,22,No_060_NS0111
NSG21,COOK,50,RAMP WNV,NEGATIVE,0,-87.751133,42.076717,22,No_060_NS0132
NSG21,COOK,50,RAMP WNV,NEGATIVE,0,-87.751133,42.076717,22,No_060_NS0133
NSG22,COOK,56,RAMP WNV,NEGATIVE,0,-87.789667,42.04255,22,No_060_NS0112
NSG22,COOK,34,RAMP WNV,NEGATIVE,0,-87.789667,42.04255,22,No_060_NS0134
NSG23,COOK,22,RAMP WNV,NEGATIVE,0,-87.798462,42.01703,22,No_060_NS0113
NSG23,COOK,18,RAMP WNV,NEGATIVE,0,-87.798462,42.01703,22,No_060_NS0135
NSG24,COOK,49,RAMP WNV,NEGATIVE,0,-87.497,42.8472,22,No_060_NS0136
NSG24,COOK,9,RAMP WNV,NEGATIVE,0,-87.497,42.8472,22,No_060_NS0114
NSG25,COOK,12,RAMP WNV,NEGATIVE,0,-87.716083,42.085583,22,No_060_NS0137
NSG25,COOK,10,RAMP WNV,NEGATIVE,0,-87.716083,42.085583,22,No_060_NS0115
NSG29,COOK,54,RAMP WNV,NEGATIVE,0,-87.766116,42.143945,22,No_060_NS0116
NSG29,COOK,50,RAMP WNV,NEGATIVE,0,-87.766116,42.143945,22,No_060_NS0138
NSG29,COOK,50,RAMP WNV,NEGATIVE,0,-87.766116,42.143945,22,No_060_NS0139
NSG29,COOK,50,RAMP WNV,NEGATIVE,0,-87.766116,42.143945,22,No_060_NS0140
NSG3,COOK,52,RAMP WNV,NEGATIVE,0,-87.7118,42.059166,22,No_060_NS0102
NSG3,COOK,50,RAMP WNV,NEGATIVE,0,-87.7118,42.059166,22,No_060_NS0122
NSG3,COOK,22,RAMP WNV,NEGATIVE,0,-87.7118,42.059166,22,No_060_NS0123
NSG5,COOK,50,RAMP WNV,NEGATIVE,0,-87.761766,42.097216,22,No_060_NS0103
NSG5,COOK,44,RAMP WNV,NEGATIVE,0,-87.761766,42.097216,22,No_060_NS0124
NSG5,COOK,33,RAMP WNV,NEGATIVE,0,-87.761766,42.097216,22,No_060_NS0104
NSG6,COOK,50,RAMP WNV,NEGATIVE,0,-87.745233,42.02175,22,No_060_NS0125
NSG6,COOK,45,RAMP WNV,NEGATIVE,0,-87.745233,42.02175,22,No_060_NS0126
NSG9,COOK,46,RAMP WNV,NEGATIVE,0,-87.781716,42.117633,22,No_060_NS0127
NSG9,COOK,32,RAMP WNV,NEGATIVE,0,-87.781716,42.117633,22,No_060_NS0105
NWAH2,COOK,27,RAMP WNV,NEGATIVE,0,-87.998563,42.083591,22,No_061_27
NWBG1,COOK,53,RAMP WNV,NEGATIVE,0,-87.97649,42.14123,22,No_061_36
NWBG1,COOK,36,RAMP WNV,NEGATIVE,0,-87.97649,42.14123,22,No_061_26
NWBR2,COOK,5,RAMP WNV,NEGATIVE,0,-88.16306,42.1139,22,No_061_28
NWBR2,COOK,1,RAMP WNV,NEGATIVE,0,-88.16306,42.1139,22,No_061_35
NWBR3,COOK,31,RAMP WNV,NEGATIVE,0,-88.1284,42.13776,22,No_061_44
NWBT1,COOK,21,RAMP WNV,NEGATIVE,0,-88.17953,41.99677,22,No_061_34
NWEG2,COOK,4,RAMP WNV,NEGATIVE,0,-88.04102,42.00442,22,No_061_47
NWEG3,COOK,70,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,22,No_061_23
NWEG3,COOK,30,RAMP WNV,NEGATIVE,0,-87.9535,42.0117,22,No_061_39
NWEGSH,COOK,36,RAMP WNV,NEGATIVE,0,-87.97607,42.02747,22,No_061_33
NWEL1,COOK,16,RAMP WNV,NEGATIVE,0,-88.25974,42.02845,22,No_061_31
NWGL2,COOK,50,RAMP WNV,NEGATIVE,0,-87.849346,42.065177,22,No_061_41
NWHE1,COOK,19,RAMP WNV,NEGATIVE,0,-88.23263,42.05819,22,No_061_40
NWHE2,COOK,10,RAMP WNV,NEGATIVE,0,-88.0713,42.04724,22,No_061_32
NWHE2,COOK,6,RAMP WNV,NEGATIVE,0,-88.0713,42.04724,22,No_061_20
NWHE4,COOK,31,RAMP WNV,NEGATIVE,0,-88.104243,42.103473,22,No_061_29
NWNB2,COOK,38,RAMP WNV,NEGATIVE,0,-87.88538,42.09502,22,No_061_49
NWNB2,COOK,16,RAMP WNV,NEGATIVE,0,-87.88538,42.09502,22,No_061_25
NWNB3,COOK,17,RAMP WNV,NEGATIVE,0,-87.851271,42.113152,22,No_061_45
NWPA1,COOK,51,RAMP WNV,NEGATIVE,0,-88.0527,42.1045,22,No_061_37
NWPH2,COOK,39,RAMP WNV,NEGATIVE,0,-87.934,42.046,22,No_061_46
NWPR2,COOK,15,RAMP WNV,NEGATIVE,0,-87.831669,42.033113,22,No_061_43
NWPR3,COOK,39,RAMP WNV,NEGATIVE,0,-87.831861,42.001583,22,No_061_51
NWRM1,COOK,50,RAMP WNV,NEGATIVE,0,-88.027866,42.079233,22,No_061_22
NWRM1,COOK,50,RAMP WNV,NEGATIVE,0,-88.027866,42.079233,22,No_061_24
NWRM1,COOK,50,RAMP WNV,NEGATIVE,0,-88.027866,42.079233,22,No_061_38
NWRM1,COOK,50,RAMP WNV,NEGATIVE,0,-88.027866,42.079233,22,No_061_50
NWRM1,COOK,29,RAMP WNV,NEGATIVE,0,-88.027866,42.079233,22,No_061_21
NWSC4,COOK,5,RAMP WNV,NEGATIVE,0,-88.114261,42.019974,22,No_061_30
NWST1,COOK,50,RAMP WNV,NEGATIVE,0,-88.148,42.033,22,No_061_42
NWWH,COOK,42,RAMP WNV,NEGATIVE,0,-87.935848,42.135373,22,No_061_48
on,COOK,50,RAMP WNV,NEGATIVE,0,-87.79174,41.90527,22,De_018_dv110
on,COOK,50,RAMP WNV,NEGATIVE,0,-87.79174,41.90527,22,De_018_dv137
on,COOK,17,RAMP WNV,NEGATIVE,0,-87.79174,41.90527,22,De_018_dv138
op,COOK,10,RAMP WNV,NEGATIVE,0,-87.78848,41.8713,22,De_018_dv139
REX,WILL,50,RAMP WNV,NEGATIVE,0,-88.239002,41.268854,22,Re_064_22
rf,COOK,50,RAMP WNV,NEGATIVE,0,-87.82272,41.9058,22,De_018_dv114
rf,COOK,34,RAMP WNV,NEGATIVE,0,-87.82272,41.9058,22,De_018_dv136
RICHTON PARK,COOK,50,RAMP WNV,NEGATIVE,0,-87.712419,41.490915,22,So_069_029
rp,COOK,50,RAMP WNV,NEGATIVE,0,-87.81937,41.73735,22,De_018_dv105
rp,COOK,35,RAMP WNV,NEGATIVE,0,-87.81937,41.73735,22,De_018_dv117
su,COOK,52,RAMP WNV,NEGATIVE,0,-87.80536,41.78853,22,De_018_dv116
TRAP 33,WILL,26,RAMP WNV,NEGATIVE,0,-88.01362,41.36885,22,WI_079_1633WCHD2
W443,DUPAGE,15,RAMP WNV,NEGATIVE,0,-87.9691,41.9604,22,Cl_013_016-0002
W467,WILL,18,RAMP WNV,NEGATIVE,0,-88.104333,41.638855,22,Cl_013_016-0026
WCHD1,WILL,45,RAMP WNV,NEGATIVE,0,-88.04039,41.30351,22,WI_079_161WCHD1
WCHD1,WILL,31,RAMP WNV,NEGATIVE,0,-88.04039,41.30351,22,WI_079_1WCHD2
WCHD11,WILL,15,RAMP WNV,NEGATIVE,0,-87.883601,41.533476,22,WI_079_1611WCHD1
WCHD24,WILL,23,RAMP WNV,NEGATIVE,0,-87.81483,41.488883,22,WI_079_1624WCHD1
WCHD27,WILL,29,RAMP WNV,NEGATIVE,0,-87.68861,41.44869,22,WI_079_1627WCHD1
WCHD32,WILL,42,RAMP WNV,NEGATIVE,0,-88.002389,41.449548,22,WI_079_1632WCHD1
we,COOK,50,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,22,De_018_dv107
we,COOK,50,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,22,De_018_dv97
we,COOK,50,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,22,De_018_dv108
we,COOK,50,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,22,De_018_dv109
we,COOK,50,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,22,De_018_dv128
we,COOK,50,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,22,De_018_dv129
we,COOK,50,RAMP WNV,NEGATIVE,0,-87.88832,41.85585,22,De_018_dv130
WILL 03,WILL,50,RAMP WNV,NEGATIVE,0,-88.0982,41.7273,22,ID_034_I012
WILL 03,WILL,50,RAMP WNV,NEGATIVE,0,-88.0982,41.7273,22,ID_034_I023
ws,COOK,50,RAMP WNV,NEGATIVE,0,-87.88511,41.73975,22,De_018_dv106
ws,COOK,50,RAMP WNV,NEGATIVE,0,-87.88511,41.73975,22,De_018_dv118
ws,COOK,34,RAMP WNV,NEGATIVE,0,-87.88511,41.73975,22,De_018_dv119
1,COOK,25,RAMP WNV,NEGATIVE,0,-87.7697,41.5698,23,CO_016_6
2,DUPAGE,17,RAMP WNV,NEGATIVE,0,-88.16775,41.79228,23,CI_011_N16-002
3,DUPAGE,47,RAMP WNV,NEGATIVE,0,-88.16775,41.79228,23,CI_011_N16-003
8,COOK,2,RAMP WNV,NEGATIVE,0,-87.8647,42.0815,23,CO_016_3
16,KENDALL,32,RAMP WNV,NEGATIVE,0,-88.373,41.5344,23,KE_042_007
33,COOK,50,RAMP WNV,NEGATIVE,0,-87.9317,41.6571,23,CO_016_5
34,WILL,27,RAMP WNV,NEGATIVE,0,-88.041474,41.304663,23,WI_079_1634WCHD5
38,COOK,3,RAMP WNV,NEGATIVE,0,-87.8626,42.0907,23,CO_016_4
54,COOK,5,RAMP WNV,NEGATIVE,0,-87.8443,41.6398,23,CO_016_7
106,DUPAGE,37,RAMP WNV,NEGATIVE,0,-88.164476,41.969188,23,DU_019_W160010
109,DUPAGE,14,RAMP WNV,NEGATIVE,0,-88.24924,41.950872,23,DU_019_W16011
110,DUPAGE,11,RAMP WNV,NEGATIVE,0,-88.1743,41.9347,23,DU_019_W16012
401,DUPAGE,22,RAMP WNV,NEGATIVE,0,-88.209927,41.890016,23,DU_019_W16013
501,DUPAGE,28,RAMP WNV,NEGATIVE,0,-88.116694,41.872809,23,DU_019_W16014
512,DUPAGE,24,RAMP WNV,NEGATIVE,0,-88.1023,41.8404,23,DU_019_W16015
709,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.243133,41.750222,23,DU_019_W16016
801,DUPAGE,20,RAMP WNV,NEGATIVE,0,-88.11702,41.738563,23,DU_019_W16017
#3 SKOKIE,COOK,50,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,23,No_060_NS0210
#3 SKOKIE,COOK,45,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,23,No_060_NS0211
#3 SKOKIE,COOK,33,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,23,No_060_NS0151
#3 SKOKIE,COOK,13,RAMP WNV,NEGATIVE,0,-87.71816,42.04479,23,No_060_NS0164
#4 SKOKIE,COOK,21,RAMP WNV,NEGATIVE,0,-87.76067,42.03236,23,No_060_NS0212
17- EVERGREEN CEM.,COOK,50,RAMP WNV,NEGATIVE,0,-87.709283,41.731217,23,So_069_032
17- EVERGREEN CEM.,COOK,50,RAMP WNV,NEGATIVE,0,-87.709283,41.731217,23,So_069_041
19- OLYMPIA FIELDS,COOK,50,RAMP WNV,NEGATIVE,0,-87.703217,41.519033,23,So_069_037
19- OLYMPIA FIELDS,COOK,43,RAMP WNV,NEGATIVE,0,-87.703217,41.519033,23,So_069_044
1-MT. GREENWOOD,COOK,50,RAMP WNV,NEGATIVE,0,-87.6934,41.6917,23,So_069_034
1-MT. GREENWOOD,COOK,50,RAMP WNV,NEGATIVE,0,-87.6934,41.6917,23,So_069_039
29-ORLAND PARK,COOK,50,RAMP WNV,NEGATIVE,0,-87.82634,41.63917,23,So_069_033
29-ORLAND PARK,COOK,42,RAMP WNV,NEGATIVE,0,-87.82634,41.63917,23,So_069_040
2-CHILDRENS FARM,COOK,50,RAMP WNV,NEGATIVE,0,-87.8371,41.65675,23,So_069_030
31- FLOSSMOOR,COOK,50,RAMP WNV,NEGATIVE,0,-87.70761,41.54352,23,So_069_036
3-LRSH,COOK,50,RAMP WNV,NEGATIVE,0,-87.876167,41.709833,23,So_069_031
3-LRSH,COOK,50,RAMP WNV,NEGATIVE,0,-87.876167,41.709833,23,So_069_042
4-WESTERN,COOK,38,RAMP WNV,NEGATIVE,0,-87.886033,41.627883,23,So_069_038
br,COOK,53,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,23,De_018_dv157
br,COOK,50,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,23,De_018_dv145
br,COOK,50,RAMP WNV,NEGATIVE,0,-87.83992,41.83077,23,De_018_dv156
bv,COOK,53,RAMP WNV,NEGATIVE,0,-87.866029,41.86918,23,De_018_dv162
bv,COOK,50,RAMP WNV,NEGATIVE,0,-87.866029,41.86918,23,De_018_dv161
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,23,De_018_dv163
by,COOK,50,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,23,De_018_dv164
by,COOK,13,RAMP WNV,NEGATIVE,0,-87.90625,41.88705,23,De_018_dv165
C428,COOK,24,RAMP WNV,NEGATIVE,0,-87.8302,41.9159,23,Cl_013_016-0056
CHWN01,DUPAGE,27,RAMP WNV,NEGATIVE,0,-88.0374,41.889,23,FO_028_FPDDC006
D323,DUPAGE,12,RAMP WNV,NEGATIVE,0,-88.08558,41.94816,23,Cl_013_016-0053
D404,DUPAGE,50,RAMP WNV,NEGATIVE,0,-88.0585,41.8548,23,Cl_013_016-0051
D404,DUPAGE,43,RAMP WNV,NEGATIVE,0,-88.0585,41.8548,23,Cl_013_016-0052
D407,DUPAGE,25,RAMP WNV,NEGATIVE,0,-87.92812,41.80403,23,Cl_013_016-0054
D427,DUPAGE,39,RAMP WNV,NEGATIVE,0,-88.07686,41.9188,23,Cl_013_016-0055
D463,DUPAGE,42,RAMP WNV,NEGATIVE,0,-88.145863,41.844461,23,Cl_013_016-0050
D464,DUPAGE,43,RAMP WNV,NEGATIVE,0,-88.044905,41.83636,23,Cl_013_016-0059
EV1,COOK,60,RAMP WNV,NEGATIVE,0,-87.68698,42.006388,23,No_060_NS0165
EV1,COOK,50,RAMP WNV,NEGATIVE,0,-87.68698,42.006388,23,No_060_NS0213
EV1,COOK,50,RAMP WNV,NEGATIVE,0,-87.68698,42.006388,23,No_060_NS0214
EV1,COOK,50,RAMP WNV,NEGATIVE,0,-87.68698,42.006388,23,No_060_NS0215
EV1,COOK,50,RAMP WNV,NEGATIVE,0,-87.68698,42.006388,23,No_060_NS0216
EV1,COOK,50,RAMP WNV,NEGATIVE,0,-87.68698,42.006388,23,No_060_NS0217
EV2,COOK,50,RAMP WNV,NEGATIVE,0,-87.72479,42.06901,23,No_060_NS0218
EV2,COOK,22,RAMP WNV,NEGATIVE,0,-87.72479,42.06901,23,No_060_NS0219
EV2,COOK,16,RAMP WNV,NEGATIVE,0,-87.72479,42.06901,23,No_060_NS0166
EV3,COOK,36,RAMP WNV,NEGATIVE,0,-87.70028,42.05611,23,No_060_NS0220
fp,COOK,50,RAMP WNV,NEGATIVE,0,-87.82575,41.8755,23,De_018_dv173
fp,COOK,11,RAMP WNV,NEGATIVE,0,-87.82575,41.8755,23,De_018_dv174
G1,DUPAGE,72,RAMP WNV,NEGATIVE,0,-88.2208,41.7814,23,CI_011_N16-001
G10,DUPAGE,91,RAMP WNV,NEGATIVE,0,-88.1264,41.7574,23,CI_011_N16-010
G11*,WILL,29,RAMP WNV,NEGATIVE,0,-88.12711,41.73218,23,CI_011_N16-011
G12,WILL,183,RAMP WNV,NEGATIVE,0,-88.1294,41.7166,23,CI_011_N16-012
G14,WILL,297,RAMP WNV,NEGATIVE,0,-88.1674,41.7127,23,CI_011_N16-013
G14,WILL,72,RAMP WNV,NEGATIVE,0,-88.1674,41.7127,23,CI_011_N16-028
G15,WILL,213,RAMP WNV,NEGATIVE,0,-88.2045,41.6951,23,CI_011_N16-014
G16,WILL,21,RAMP WNV,NEGATIVE,0,-88.2195,41.7108,23,CI_011_N16-015
G17,DUPAGE,36,RAMP WNV,NEGATIVE,0,-88.1695,41.7991,23,CI_011_N16-005
G19,DUPAGE,14,RAMP WNV,NEGATIVE,0,-88.1124,41.7705,23,CI_011_N16-009
G20,DUPAGE,14,RAMP WNV,NEGATIVE,0,-88.1733,41.7824,23,CI_011_N16-006
G21,DUPAGE,85,RAMP WNV,NEGATIVE,0,-88.1959,41.7711,23,CI_011_N16-007
G4,DUPAGE,10,RAMP WNV,NEGATIVE,0,-88.1242,41.7876,23,CI_011_N16-004
G8,DUPAGE,67,RAMP WNV,NEGATIVE,0,-88.1581,41.7639,23,CI_011_N16-008
HEWN02,DUPAGE,20,RAMP WNV,NEGATIVE,0,-999,-999,23,FO_028_FPDDC007
HIWN01,DUPAGE,15,RAMP WNV,NEGATIVE,0,-88.0543,41.831,23,FO_028_FPDDC008
